op1,op2,op3,op4,op5,op6,sv1,sv2,sv3,sv4,sv5,sv6,lt,tt,pt,game_score,score,score_a,score_p,score_d,score_s,programa,sol1,estado
0,1,0,0,0,0,1,1,0,1,1,1,83,'\'(741.552114-inf)\'',77,'\'(21.845585-inf)\'',8,5,4,2,3,'INGENIERIA CIVIL INDUSTRIAL',6.8,A
0,0,0,0,0,1,1,1,0,1,1,1,79,'\'(366.642527-459.963403]\'',80,'\'(15.967208-18.512556]\'',10,6,5,3,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6.5,A
1,1,1,1,1,0,1,1,1,1,1,1,63,'\'(-inf-366.642527]\'',39,'\'(-inf-13.465412]\'',9,6,4,3,3,'INGENIERIA CIVIL INDUSTRIAL',5.5,A
1,1,1,0,1,1,1,1,1,1,1,1,63,'\'(366.642527-459.963403]\'',59,'\'(13.465412-15.967208]\'',8,4,5,2,2,'INGENIERIA CIVIL INDUSTRIAL',6.8,A
1,0,0,1,0,0,1,0,0,1,1,0,100,'\'(-inf-366.642527]\'',28,'\'(15.967208-18.512556]\'',8,5,5,1,1,'INGENIERIA CIVIL INFORMATICA',5.8,A
1,1,0,0,0,1,1,1,0,1,1,1,76,'\'(366.642527-459.963403]\'',66,'\'(15.967208-18.512556]\'',5,3,1,1,2,'INGENIERIA CIVIL INDUSTRIAL',6,A
1,1,0,0,0,0,1,1,0,0,0,0,113,'\'(-inf-366.642527]\'',90,'\'(21.845585-inf)\'',3,2,1,1,2,'INGENIERIA EN COMPUTACION E INFORMATICA',6.1,A
1,1,1,0,1,1,1,1,1,0,1,1,69,'\'(573.253522-741.552114]\'',58,'\'(15.967208-18.512556]\'',5,3,2,2,0,'INGENIERIA EN COMPUTACION E INFORMATICA',4,A
0,0,1,0,0,0,1,1,1,0,1,0,95,'\'(573.253522-741.552114]\'',113,'\'(21.845585-inf)\'',7,5,3,2,2,'INGENIERIA EN COMPUTACION E INFORMATICA',6.6,A
0,0,0,0,0,1,1,1,0,0,1,1,80,'\'(741.552114-inf)\'',98,'\'(21.845585-inf)\'',9,6,4,2,3,'INGENIERIA INDUSTRIAL',6.4,A
1,0,0,1,1,1,1,1,0,1,1,1,64,'\'(459.963403-573.253522]\'',73,'\'(15.967208-18.512556]\'',3,2,1,1,1,'INGENIERIA EN COMPUTACION E INFORMATICA',5.3,A
1,0,0,1,0,0,1,0,0,1,1,0,83,'\'(459.963403-573.253522]\'',30,'\'(15.967208-18.512556]\'',8,5,4,3,2,'INGENIERIA CIVIL INFORMATICA',5.9,A
0,1,0,1,1,0,1,1,0,1,1,1,73,'\'(459.963403-573.253522]\'',81,'\'(15.967208-18.512556]\'',6,4,3,1,2,'INGENIERIA CIVIL INDUSTRIAL',4.4,A
0,0,1,1,0,1,1,1,1,1,1,1,76,'\'(366.642527-459.963403]\'',53,'\'(13.465412-15.967208]\'',6,5,2,2,2,'INGENIERIA CIVIL INDUSTRIAL',6.2,A
0,1,1,0,1,0,1,1,1,1,1,1,65,'\'(459.963403-573.253522]\'',110,'\'(18.512556-21.845585]\'',5,3,2,1,2,'INGENIERIA INDUSTRIAL',6.8,A
0,1,0,0,0,0,1,1,0,0,0,0,145,'\'(-inf-366.642527]\'',135,'\'(21.845585-inf)\'',6,2,3,3,1,'INGENIERIA EN COMPUTACION E INFORMATICA',6.4,A
1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(-inf-366.642527]\'',60,'\'(-inf-13.465412]\'',6,4,3,1,1,'INGENIERIA CIVIL INDUSTRIAL',5.8,A
1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(-inf-366.642527]\'',45,'\'(-inf-13.465412]\'',8,5,3,3,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6.6,A
1,1,0,0,0,0,1,1,0,0,1,0,89,'\'(573.253522-741.552114]\'',68,'\'(18.512556-21.845585]\'',8,6,3,4,3,'INGENIERIA CIVIL INDUSTRIAL',5.7,A
1,1,0,0,0,0,1,1,0,0,1,0,121,'\'(459.963403-573.253522]\'',148,'\'(21.845585-inf)\'',5,4,2,1,0,'INGENIERIA CIVIL INDUSTRIAL',6.9,A
1,1,1,0,1,1,1,1,1,1,1,1,63,'\'(459.963403-573.253522]\'',49,'\'(13.465412-15.967208]\'',6,4,2,2,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6.4,A
1,0,0,0,1,0,1,1,0,1,1,1,70,'\'(573.253522-741.552114]\'',36,'\'(15.967208-18.512556]\'',9,6,4,3,2,'INGENIERIA CIVIL INDUSTRIAL',7,A
0,1,1,0,1,1,1,1,1,1,1,1,66,'\'(-inf-366.642527]\'',43,'\'(-inf-13.465412]\'',7,3,3,2,2,'INGENIERIA CIVIL INDUSTRIAL',3.8,A
1,1,0,1,0,0,1,1,0,1,1,0,78,'\'(741.552114-inf)\'',122,'\'(21.845585-inf)\'',6,4,2,2,3,'INGENIERIA CIVIL INDUSTRIAL',5.4,A
0,1,1,1,1,0,1,1,1,1,1,1,65,'\'(459.963403-573.253522]\'',67,'\'(13.465412-15.967208]\'',7,5,3,2,2,'INGENIERIA EN COMPUTACION E INFORMATICA',5.7,A
0,1,0,1,0,1,1,1,0,1,1,1,86,'\'(741.552114-inf)\'',51,'\'(18.512556-21.845585]\'',9,5,5,2,3,'INGENIERIA CIVIL INFORMATICA',6.5,A
1,0,1,0,0,0,1,1,1,1,1,0,85,'\'(741.552114-inf)\'',161,'\'(21.845585-inf)\'',5,3,4,0,1,'INGENIERIA INDUSTRIAL',3.2,A
0,0,1,0,1,1,1,1,1,1,1,1,65,'\'(459.963403-573.253522]\'',45,'\'(13.465412-15.967208]\'',10,7,4,3,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6.6,A
1,1,0,1,0,0,1,1,0,1,0,1,75,'\'(-inf-366.642527]\'',84,'\'(13.465412-15.967208]\'',5,3,2,1,2,'INGENIERIA EN COMPUTACION E INFORMATICA',4.6,A
1,0,0,1,0,0,1,1,0,1,0,1,89,'\'(741.552114-inf)\'',170,'\'(21.845585-inf)\'',6,4,2,1,3,'INGENIERIA INDUSTRIAL',6.3,A
0,0,1,0,0,1,1,1,1,0,1,1,76,'\'(573.253522-741.552114]\'',91,'\'(18.512556-21.845585]\'',5,5,1,2,1,'INGENIERIA CIVIL INDUSTRIAL',5,A
0,1,1,0,0,1,1,1,1,0,1,1,73,'\'(366.642527-459.963403]\'',86,'\'(15.967208-18.512556]\'',6,2,4,1,2,'INGENIERIA CIVIL INDUSTRIAL',6,A
1,1,0,1,0,1,1,1,0,1,1,1,68,'\'(459.963403-573.253522]\'',49,'\'(13.465412-15.967208]\'',5,3,2,2,2,'INGENIERIA CIVIL INDUSTRIAL',5.6,A
1,1,0,0,0,0,1,1,0,0,1,0,77,'\'(573.253522-741.552114]\'',93,'\'(18.512556-21.845585]\'',8,5,3,3,3,'INGENIERIA CIVIL INFORMATICA',6.6,A
0,1,0,1,1,1,1,1,0,1,1,1,64,'\'(366.642527-459.963403]\'',29,'\'(-inf-13.465412]\'',9,7,3,4,3,'INGENIERIA EN COMPUTACION E INFORMATICA',7,A
1,1,0,1,0,1,1,1,0,1,0,1,83,'\'(573.253522-741.552114]\'',98,'\'(21.845585-inf)\'',4,3,1,2,1,'INGENIERIA EN COMPUTACION E INFORMATICA',6.1,A
1,1,0,0,0,0,1,1,0,0,0,0,120,'\'(366.642527-459.963403]\'',143,'\'(21.845585-inf)\'',5,2,3,1,2,'INGENIERIA CIVIL INDUSTRIAL',5.6,A
0,1,1,0,0,1,1,1,1,1,1,1,72,'\'(459.963403-573.253522]\'',54,'\'(15.967208-18.512556]\'',11,8,4,3,4,'INGENIERIA CIVIL INDUSTRIAL',5,A
1,0,1,0,1,0,1,1,1,1,1,1,73,'\'(366.642527-459.963403]\'',37,'\'(13.465412-15.967208]\'',5,2,2,1,2,'INGENIERIA CIVIL INFORMATICA',7,A
0,0,0,0,0,0,0,0,0,0,0,0,191,'\'(-inf-366.642527]\'',136,'\'(21.845585-inf)\'',9,6,3,2,3,'INGENIERIA CIVIL INDUSTRIAL',5.6,A
0,1,1,0,1,1,1,1,1,1,1,1,67,'\'(-inf-366.642527]\'',38,'\'(-inf-13.465412]\'',6,2,4,2,1,'INGENIERIA CIVIL INDUSTRIAL',6.6,A
0,1,0,0,1,1,1,1,0,1,1,1,77,'\'(-inf-366.642527]\'',45,'\'(13.465412-15.967208]\'',8,5,3,3,2,'INGENIERIA EN COMPUTACION E INFORMATICA',6.8,A
0,1,0,1,0,0,1,1,0,1,1,1,87,'\'(573.253522-741.552114]\'',64,'\'(18.512556-21.845585]\'',6,4,2,3,2,'INGENIERIA CIVIL INDUSTRIAL',4.8,A
0,0,0,0,0,0,1,1,0,0,1,0,122,'\'(741.552114-inf)\'',160,'\'(21.845585-inf)\'',7,5,2,3,2,'INGENIERIA CIVIL INDUSTRIAL',4.4,A
0,1,0,0,1,0,1,1,0,1,1,1,71,'\'(-inf-366.642527]\'',25,'\'(-inf-13.465412]\'',10,6,5,3,3,'INGENIERIA CIVIL INFORMATICA',6.4,A
0,1,0,0,0,1,1,1,0,0,1,1,86,'\'(366.642527-459.963403]\'',69,'\'(15.967208-18.512556]\'',5,3,2,1,2,'INGENIERIA CIVIL INFORMATICA',6.2,A
1,0,1,1,1,0,1,1,1,1,1,1,65,'\'(-inf-366.642527]\'',36,'\'(-inf-13.465412]\'',10,6,5,3,3,'INGENIERIA CIVIL INFORMATICA',5.7,A
0,0,1,1,0,0,1,1,1,1,1,0,83,'\'(459.963403-573.253522]\'',31,'\'(15.967208-18.512556]\'',8,6,4,1,2,'INGENIERIA EN COMPUTACION E INFORMATICA',6.3,A
1,1,1,1,1,0,1,1,1,1,1,0,66,'\'(-inf-366.642527]\'',43,'\'(-inf-13.465412]\'',8,4,5,3,2,'INGENIERIA CIVIL INFORMATICA',7,A
0,1,0,1,0,0,1,1,0,1,1,1,90,'\'(459.963403-573.253522]\'',41,'\'(15.967208-18.512556]\'',8,5,4,2,3,'INGENIERIA CIVIL INFORMATICA',5.3,A
0,0,1,0,0,1,1,1,1,0,1,1,75,'\'(-inf-366.642527]\'',54,'\'(13.465412-15.967208]\'',8,4,4,2,2,'INGENIERIA CIVIL INFORMATICA',6.2,A
1,1,0,1,1,0,1,1,0,1,1,1,75,'\'(741.552114-inf)\'',56,'\'(18.512556-21.845585]\'',8,5,4,2,3,'INGENIERIA INDUSTRIAL',6.2,A
1,1,1,0,1,1,1,1,1,1,1,1,63,'\'(366.642527-459.963403]\'',45,'\'(13.465412-15.967208]\'',10,6,4,3,3,'INGENIERIA EN COMPUTACION E INFORMATICA',4.6,A
0,1,1,1,0,1,1,1,1,1,1,1,69,'\'(366.642527-459.963403]\'',33,'\'(-inf-13.465412]\'',8,5,4,2,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6.1,A
1,1,0,0,1,0,1,1,0,0,1,0,75,'\'(573.253522-741.552114]\'',114,'\'(18.512556-21.845585]\'',5,3,4,0,1,'INGENIERIA EN COMPUTACION E INFORMATICA',6.8,A
1,0,0,0,1,1,1,1,0,1,1,1,67,'\'(741.552114-inf)\'',193,'\'(21.845585-inf)\'',3,0,2,1,1,'INGENIERIA CIVIL INDUSTRIAL',6.2,A
0,1,1,1,1,0,1,1,1,1,1,1,64,'\'(573.253522-741.552114]\'',31,'\'(13.465412-15.967208]\'',2,1,2,0,0,'INGENIERIA CIVIL INDUSTRIAL',6.2,A
0,1,0,0,0,0,1,1,0,1,1,1,98,'\'(741.552114-inf)\'',127,'\'(21.845585-inf)\'',4,3,2,0,1,'INGENIERIA CIVIL INDUSTRIAL',7,A
1,1,1,1,1,0,1,1,1,1,1,1,65,'\'(366.642527-459.963403]\'',132,'\'(18.512556-21.845585]\'',8,6,3,3,3,'INGENIERIA CIVIL INFORMATICA',6.6,A
0,0,0,0,0,0,1,1,0,1,0,0,104,'\'(741.552114-inf)\'',147,'\'(21.845585-inf)\'',6,3,4,1,2,'INGENIERIA CIVIL INDUSTRIAL',7,A
0,1,0,1,1,0,1,1,0,1,1,1,71,'\'(573.253522-741.552114]\'',45,'\'(15.967208-18.512556]\'',11,8,4,4,3,'INGENIERIA CIVIL INDUSTRIAL',6.7,A
1,1,0,1,1,0,1,1,0,1,1,1,65,'\'(366.642527-459.963403]\'',36,'\'(-inf-13.465412]\'',5,3,2,2,2,'INGENIERIA EN COMPUTACION E INFORMATICA',7,A
1,1,0,0,0,0,1,1,0,0,1,1,75,'\'(-inf-366.642527]\'',53,'\'(13.465412-15.967208]\'',9,5,5,3,3,'INGENIERIA CIVIL INFORMATICA',6.2,A
0,1,0,1,1,1,1,1,0,1,1,1,66,'\'(459.963403-573.253522]\'',26,'\'(-inf-13.465412]\'',4,3,0,3,3,'INGENIERIA CIVIL INFORMATICA',6,A
0,0,1,0,1,0,1,1,1,0,1,0,81,'\'(366.642527-459.963403]\'',101,'\'(18.512556-21.845585]\'',8,6,2,3,3,'INGENIERIA CIVIL INFORMATICA',6.8,A
1,1,0,0,1,1,1,1,0,0,1,1,68,'\'(573.253522-741.552114]\'',71,'\'(15.967208-18.512556]\'',6,4,2,2,1,'INGENIERIA EN COMPUTACION E INFORMATICA',7,A
1,1,1,1,1,0,1,1,1,1,1,1,65,'\'(459.963403-573.253522]\'',32,'\'(-inf-13.465412]\'',7,5,2,2,2,'INGENIERIA CIVIL INDUSTRIAL',6.3,A
1,0,0,0,0,0,1,1,0,1,1,0,101,'\'(573.253522-741.552114]\'',48,'\'(18.512556-21.845585]\'',7,6,1,2,3,'INGENIERIA CIVIL INDUSTRIAL',6.8,A
1,1,0,0,0,1,1,1,0,0,1,1,80,'\'(-inf-366.642527]\'',49,'\'(13.465412-15.967208]\'',6,4,2,2,2,'INGENIERIA CIVIL INDUSTRIAL',7,A
0,1,0,1,1,0,1,1,0,1,1,1,74,'\'(459.963403-573.253522]\'',81,'\'(15.967208-18.512556]\'',6,3,4,2,1,'INGENIERIA CIVIL INDUSTRIAL',6.8,A
0,0,0,1,0,0,1,0,0,1,1,1,95,'\'(459.963403-573.253522]\'',78,'\'(18.512556-21.845585]\'',6,3,4,1,2,'INGENIERIA CIVIL INDUSTRIAL',7,A
1,1,0,1,0,1,1,1,0,1,1,1,66,'\'(366.642527-459.963403]\'',39,'\'(13.465412-15.967208]\'',10,6,5,3,3,'INGENIERIA CIVIL INDUSTRIAL',7,A
1,1,0,0,1,1,1,1,0,0,1,1,70,'\'(-inf-366.642527]\'',37,'\'(-inf-13.465412]\'',9,6,4,4,3,'INGENIERIA CIVIL INFORMATICA',4.2,A
1,1,1,1,1,0,1,1,1,1,1,1,63,'\'(459.963403-573.253522]\'',33,'\'(13.465412-15.967208]\'',8,5,3,3,3,'INGENIERIA CIVIL INFORMATICA',6.1,A
0,0,1,0,1,1,1,1,1,1,1,1,75,'\'(-inf-366.642527]\'',62,'\'(13.465412-15.967208]\'',9,7,3,4,3,'INGENIERIA CIVIL INDUSTRIAL',6.6,A
1,0,1,0,1,1,1,1,1,1,1,1,67,'\'(459.963403-573.253522]\'',40,'\'(13.465412-15.967208]\'',9,6,3,4,3,'INGENIERIA CIVIL INFORMATICA',6.4,A
1,0,0,1,0,0,1,1,0,1,1,1,72,'\'(573.253522-741.552114]\'',29,'\'(13.465412-15.967208]\'',7,4,3,3,3,'INGENIERIA CIVIL INFORMATICA',6.2,A
1,0,0,0,1,0,1,0,0,1,1,0,76,'\'(366.642527-459.963403]\'',32,'\'(13.465412-15.967208]\'',10,6,5,2,3,'INGENIERIA CIVIL INDUSTRIAL',4.8,A
1,1,0,0,0,1,1,1,0,0,1,1,95,'\'(741.552114-inf)\'',95,'\'(21.845585-inf)\'',4,3,2,0,1,'INGENIERIA CIVIL INDUSTRIAL',6.6,A
0,0,0,1,0,0,1,1,0,1,1,1,83,'\'(741.552114-inf)\'',98,'\'(21.845585-inf)\'',10,6,5,3,1,'INGENIERIA CIVIL INFORMATICA',6.2,A
1,1,1,1,0,0,1,1,1,1,1,1,68,'\'(366.642527-459.963403]\'',89,'\'(15.967208-18.512556]\'',8,4,3,3,3,'INGENIERIA CIVIL INFORMATICA',5.8,A
1,1,1,0,0,0,1,1,1,0,1,1,77,'\'(573.253522-741.552114]\'',79,'\'(18.512556-21.845585]\'',8,5,4,2,3,'INGENIERIA CIVIL INDUSTRIAL',7,A
0,1,0,1,1,0,1,1,0,1,1,1,71,'\'(-inf-366.642527]\'',76,'\'(13.465412-15.967208]\'',5,3,2,2,1,'INGENIERIA CIVIL INFORMATICA',6.3,A
0,0,1,0,0,0,1,1,1,0,0,0,93,'\'(459.963403-573.253522]\'',43,'\'(18.512556-21.845585]\'',3,2,0,2,2,'INGENIERIA EN COMPUTACION E INFORMATICA',5.9,A
0,1,0,0,0,1,1,1,0,1,0,1,104,'\'(741.552114-inf)\'',48,'\'(21.845585-inf)\'',6,4,3,1,1,'INGENIERIA CIVIL INDUSTRIAL',6.8,A
0,0,0,0,0,0,1,1,0,1,1,1,72,'\'(366.642527-459.963403]\'',38,'\'(13.465412-15.967208]\'',10,6,4,4,3,'INGENIERIA CIVIL INFORMATICA',6.8,A
1,0,1,0,0,1,1,1,1,1,1,1,73,'\'(366.642527-459.963403]\'',66,'\'(13.465412-15.967208]\'',9,5,5,2,2,'INGENIERIA INDUSTRIAL',6.4,A
1,1,1,1,0,1,1,1,1,1,1,1,63,'\'(459.963403-573.253522]\'',23,'\'(-inf-13.465412]\'',8,5,5,1,1,'INGENIERIA EN COMPUTACION E INFORMATICA',6.6,A
1,1,1,0,1,0,1,1,1,1,1,0,75,'\'(741.552114-inf)\'',27,'\'(15.967208-18.512556]\'',8,6,4,2,2,'INGENIERIA EN COMPUTACION E INFORMATICA',6.1,A
1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(-inf-366.642527]\'',28,'\'(-inf-13.465412]\'',8,5,3,3,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6.5,A
1,1,0,0,0,0,1,1,0,0,1,1,85,'\'(-inf-366.642527]\'',29,'\'(13.465412-15.967208]\'',4,2,1,1,2,'INGENIERIA EN COMPUTACION E INFORMATICA',7,A
0,0,0,0,0,0,0,1,0,0,0,0,118,'\'(741.552114-inf)\'',66,'\'(21.845585-inf)\'',8,6,2,4,3,'INGENIERIA CIVIL INDUSTRIAL',6.5,A
0,1,0,0,0,0,1,1,0,0,0,0,123,'\'(366.642527-459.963403]\'',105,'\'(21.845585-inf)\'',5,1,3,1,2,'INGENIERIA EN COMPUTACION E INFORMATICA',6.9,A
1,1,0,0,1,1,1,1,0,1,1,1,65,'\'(741.552114-inf)\'',110,'\'(18.512556-21.845585]\'',3,1,2,1,1,'INGENIERIA CIVIL INDUSTRIAL',7,A
1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(366.642527-459.963403]\'',38,'\'(-inf-13.465412]\'',7,4,3,2,2,'INGENIERIA EN COMPUTACION E INFORMATICA',6.8,A
1,1,0,1,0,0,1,1,0,1,1,1,72,'\'(573.253522-741.552114]\'',18,'\'(13.465412-15.967208]\'',7,4,3,3,3,'INGENIERIA CIVIL INDUSTRIAL',6.6,A
1,1,0,0,1,1,1,1,0,0,1,1,79,'\'(573.253522-741.552114]\'',43,'\'(15.967208-18.512556]\'',5,2,3,2,2,'INGENIERIA CIVIL INFORMATICA',6.4,A
1,1,1,0,0,0,1,1,1,1,1,1,71,'\'(-inf-366.642527]\'',34,'\'(-inf-13.465412]\'',7,3,4,2,2,'INGENIERIA CIVIL INFORMATICA',6.5,A
0,0,0,0,0,0,1,1,0,1,1,0,90,'\'(366.642527-459.963403]\'',45,'\'(15.967208-18.512556]\'',10,7,4,3,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6.6,A
1,0,0,0,0,1,1,1,0,0,1,1,92,'\'(459.963403-573.253522]\'',54,'\'(18.512556-21.845585]\'',7,3,4,2,3,'INGENIERIA EN COMPUTACION E INFORMATICA',6.2,A
0,0,0,0,0,0,1,0,0,1,0,0,154,'\'(573.253522-741.552114]\'',88,'\'(21.845585-inf)\'',4,2,2,1,1,'INGENIERIA EN COMPUTACION E INFORMATICA',5.8,A
1,1,0,1,1,1,1,1,0,1,1,1,66,'\'(366.642527-459.963403]\'',24,'\'(-inf-13.465412]\'',9,5,5,1,2,'INGENIERIA CIVIL INDUSTRIAL',7,A
1,1,1,1,0,0,1,1,1,1,1,1,69,'\'(573.253522-741.552114]\'',120,'\'(18.512556-21.845585]\'',6,2,4,1,2,'INGENIERIA CIVIL INDUSTRIAL',6.8,A
1,1,0,0,0,1,1,1,0,0,0,1,78,'\'(573.253522-741.552114]\'',77,'\'(18.512556-21.845585]\'',7,5,4,2,0,'INGENIERIA CIVIL INFORMATICA',6.4,A
1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(-inf-366.642527]\'',60,'\'(-inf-13.465412]\'',6,3,3,2,1,'INGENIERIA EN COMPUTACION E INFORMATICA',6.9,A
0,0,1,0,0,1,1,1,1,1,1,1,82,'\'(741.552114-inf)\'',131,'\'(21.845585-inf)\'',7,4,4,1,2,'INGENIERIA CIVIL INFORMATICA',5,A
1,1,1,0,0,0,1,1,1,0,1,1,76,'\'(573.253522-741.552114]\'',82,'\'(18.512556-21.845585]\'',9,7,2,3,4,'INGENIERIA CIVIL INFORMATICA',4.6,A
1,1,1,0,1,0,1,1,1,1,1,1,66,'\'(573.253522-741.552114]\'',130,'\'(18.512556-21.845585]\'',8,6,3,3,3,'INGENIERIA EN COMPUTACION E INFORMATICA',7,A
1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(366.642527-459.963403]\'',52,'\'(-inf-13.465412]\'',7,3,4,2,3,'INGENIERIA EN COMPUTACION E INFORMATICA',7,A
0,1,1,1,1,1,1,1,1,1,1,1,63,'\'(366.642527-459.963403]\'',43,'\'(-inf-13.465412]\'',7,4,3,2,2,'INGENIERIA CIVIL INDUSTRIAL',6.6,A
1,0,0,0,0,1,1,1,0,0,1,1,109,'\'(459.963403-573.253522]\'',46,'\'(18.512556-21.845585]\'',6,5,2,3,3,'INGENIERIA CIVIL INFORMATICA',6.8,A
0,1,0,0,0,1,1,1,0,0,1,1,81,'\'(573.253522-741.552114]\'',108,'\'(18.512556-21.845585]\'',6,5,2,2,2,'INGENIERIA EN COMPUTACION E INFORMATICA',6.8,A
0,0,0,0,0,1,1,1,0,1,1,1,79,'\'(459.963403-573.253522]\'',58,'\'(15.967208-18.512556]\'',11,7,5,4,3,'INGENIERIA CIVIL INDUSTRIAL',5.8,A
0,1,1,0,0,1,1,1,1,0,0,1,82,'\'(573.253522-741.552114]\'',34,'\'(15.967208-18.512556]\'',7,4,3,2,2,'INGENIERIA CIVIL INDUSTRIAL',7,A
1,1,1,1,1,1,1,1,1,1,1,1,61,'\'(366.642527-459.963403]\'',56,'\'(-inf-13.465412]\'',11,7,5,4,3,'INGENIERIA CIVIL INDUSTRIAL',6.6,A
1,0,0,0,0,0,1,1,0,1,1,1,72,'\'(573.253522-741.552114]\'',43,'\'(15.967208-18.512556]\'',9,5,4,2,2,'INGENIERIA CIVIL INDUSTRIAL',5.8,A
